#GeneID	AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	SourceID	DiseaseMIM	LastUpdated
4624	MYH6		C3279791	"Sick sinus syndrome 3, susceptibility to"	NCBI curation		614090	16-Feb-16
4624	MYH6		C3495498	Familial hypertrophic cardiomyopathy 1	"UCLA Clinical Genomics Center, UCLA"		192600	16-Feb-16
4624		MYH6	C0018817	Atrial septal defect	NCBI curation			16-Feb-16
4624		MYH6	C0340427	Familial dilated cardiomyopathy	Orphanet	217607		16-Feb-16
4624		MYH6	C0686353	Limb-girdle muscular dystrophy	Office of Rare Diseases	6907		16-Feb-16
4624		MYH6	C0686353	Limb-girdle muscular dystrophy	Orphanet	263		16-Feb-16
4624		MYH6	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
4624		MYH6	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
4624		MYH6	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
4624		MYH6	CN043575	Caveolinopathy	Orphanet	207078		6-Mar-16
4624		MYH6	CN043626	"Limb-Girdle Muscular Dystrophies, Autosomal Dominant"	GeneTests	53704		16-Feb-16
4625	MYH7		C0546264	Congenital myopathy with fiber type disproportion	SNOMED CT	240084007	255310	16-Feb-16
4625	MYH7		C1834481	Dilated cardiomyopathy 1S	"UCLA Clinical Genomics Center, UCLA"		613426	16-Feb-16
4625	MYH7		C1842160	Myosin storage myopathy	SNOMED CT	699267007	608358	16-Feb-16
4625	MYH7		C1850709	"Myopathy, myosin storage, autosomal recessive"	NCBI curation		255160	24-Aug-16
4625	MYH7		C3495498	Familial hypertrophic cardiomyopathy 1	"UCLA Clinical Genomics Center, UCLA"		192600	16-Feb-16
4625	MYH7		CN074249	"Myopathy, distal, 1"	"UCLA Clinical Genomics Center, UCLA"		160500	16-Feb-16
4625	MYH7		CN074265	"Scapuloperoneal myopathy, MYH7-related"	Office of Rare Diseases	10313	181430	16-Feb-16
4625	MYH7		CN074265	"Scapuloperoneal myopathy, MYH7-related"	"UCLA Clinical Genomics Center, UCLA"		181430	16-Feb-16
4625		MYH7	C0007193	Primary dilated cardiomyopathy	SNOMED CT	195021004		16-Feb-16
4625		MYH7	C0340427	Familial dilated cardiomyopathy	Orphanet	217607		16-Feb-16
4625		MYH7	C0686353	Limb-girdle muscular dystrophy	Office of Rare Diseases	6907		16-Feb-16
4625		MYH7	C0686353	Limb-girdle muscular dystrophy	Orphanet	263		16-Feb-16
4625		MYH7	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
4625		MYH7	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
4625		MYH7	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
4625		MYH7	CN043575	Caveolinopathy	Orphanet	207078		6-Mar-16
4625		MYH7	CN043626	"Limb-Girdle Muscular Dystrophies, Autosomal Dominant"	GeneTests	53704		16-Feb-16
4626	MYH8		C0265226	Hecht syndrome	SNOMED CT	8757006	158300	16-Feb-16
4626	MYH8		C1837245	Carney complex variant	NCBI curation		608837	16-Feb-16
4627	MYH9		C0340978	May-Hegglin anomaly	NCBI curation		155100	16-Feb-16
4627	MYH9		C0398641	Epstein syndrome	SNOMED CT	234485006	153650	16-Feb-16
4627	MYH9		C0403445	Fechtner syndrome	SNOMED CT	236422008	153640	16-Feb-16
4627	MYH9		C1834478	Macrothrombocytopenia and progressive sensorineural deafness	NCBI curation		600208	16-Feb-16
4627	MYH9		C1854520	Sebastian syndrome	NCBI curation		605249	16-Feb-16
4627	MYH9		C1863659	"Deafness, autosomal dominant nonsyndromic sensorineural 17"	Office of Rare Diseases	9726	603622	16-Feb-16
4627	MYH9		CN073381	MYH9 related disorders	Office of Rare Diseases	180		16-Feb-16
4627		MYH9	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4627		MYH9	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
4627		MYH9	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
4633	MYL2		C1834460	Familial hypertrophic cardiomyopathy 10	NCBI curation		608758	16-Feb-16
4633		MYL2	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
4633		MYL2	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
4634	MYL3		C1837471	Familial hypertrophic cardiomyopathy 8	NCBI curation		608751	16-Feb-16
4634		MYL3	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
4634		MYL3	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
4635	MYL4		C4310636	"Atrial fibrillation, familial, 18"	NCBI curation		617280	20-Jun-17
4638	MYLK		C3151077	"Aortic aneurysm, familial thoracic 7"	"UCLA Clinical Genomics Center, UCLA"		613780	16-Feb-16
4638		MYLK	CN118826	Thoracic aortic aneurysm and aortic dissection	GeneTests	3358		16-Feb-16
85366	MYLK2		C3495498	Familial hypertrophic cardiomyopathy 1	"UCLA Clinical Genomics Center, UCLA"		192600	16-Feb-16
85366		MYLK2	C0686353	Limb-girdle muscular dystrophy	Office of Rare Diseases	6907		16-Feb-16
85366		MYLK2	C0686353	Limb-girdle muscular dystrophy	Orphanet	263		16-Feb-16
85366		MYLK2	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
85366		MYLK2	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
85366		MYLK2	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
85366		MYLK2	CN043575	Caveolinopathy	Orphanet	207078		6-Mar-16
85366		MYLK2	CN043626	"Limb-Girdle Muscular Dystrophies, Autosomal Dominant"	GeneTests	53704		16-Feb-16
51168	MYO15A		C1838263	"Deafness, autosomal recessive 3"	NCBI curation		600316	16-Feb-16
51168		MYO15A	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
51168		MYO15A	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
51168		MYO15A	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
84700	MYO18B		C4225285	"Klippel-feil syndrome 4, autosomal recessive, with nemaline myopathy and facial dysmorphism"	NCBI curation		616549	24-Aug-16
4640	MYO1A		C1842939	"Deafness, autosomal dominant 48"	NCBI curation		607841	16-Feb-16
4640		MYO1A	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4640		MYO1A	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
4640		MYO1A	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
4643	MYO1E		C3279905	Focal segmental glomerulosclerosis 6	NCBI curation		614131	16-Feb-16
53904	MYO3A		C1846784	"Deafness, autosomal recessive 30"	NCBI curation		607101	16-Feb-16
53904		MYO3A	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
53904		MYO3A	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
53904		MYO3A	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
4644	MYO5A		C1859194	Griscelli syndrome type 1	Office of Rare Diseases	2566	214450	16-Feb-16
4645	MYO5B		C0341306	Congenital microvillous atrophy	Office of Rare Diseases	7039	251850	16-Feb-16
4645	MYO5B		C0341306	Congenital microvillous atrophy	SNOMED CT	235729009	251850	16-Feb-16
4646	MYO6		C1843028	"Deafness, autosomal recessive 37"	NCBI curation		607821	16-Feb-16
4646	MYO6		C1853441	"Deafness, autosomal dominant 22"	NCBI curation		606346	16-Feb-16
4646		MYO6	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4646		MYO6	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
4646		MYO6	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
4646		MYO6	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
4647	MYO7A		C1568247	"Usher syndrome, type 1"	Office of Rare Diseases	5435	276900	16-Feb-16
4647	MYO7A		C1832475	"Deafness, autosomal dominant 11"	NCBI curation		601317	16-Feb-16
4647	MYO7A		C1838701	"Deafness, autosomal recessive 2"	NCBI curation		600060	16-Feb-16
4647		MYO7A	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4647		MYO7A	CN043648	Nonsyndromic hearing loss and deafness	NCBI curation			28-Apr-17
4647		MYO7A	CN043649	Autosomal dominant non-syndromic sensorineural deafness type DFNA	Orphanet	90635		22-Jan-17
4647		MYO7A	CN043650	"Nonsyndromic Hearing Loss and Deafness, Autosomal Recessive"	GeneTests	53608		16-Feb-16
4649	MYO9A		C0751882	Congenital myasthenic syndrome	NCBI curation			16-Feb-16
4650	MYO9B		C1857847	Celiac disease 4	NCBI curation		609753	16-Feb-16
4650		MYO9B	C0007570	Celiac disease	SNOMED CT	396331005	212750	16-Feb-16
4653	MYOC		C1842028	Primary open angle glaucoma juvenile onset 1	Office of Rare Diseases	9485	137750	16-Feb-16
4653		MYOC	C0017601	Glaucoma	GeneTests	319763		16-Feb-16
9499	MYOT		C1834659	"Limb-girdle muscular dystrophy, type 1A"	Office of Rare Diseases	10229	159000	16-Feb-16
9499	MYOT		C1836607	Myotilinopathy	GeneTests	240938	609200	16-Feb-16
9499	MYOT		C1866785	Spheroid body myopathy	Office of Rare Diseases	8711	182920	16-Feb-16
9499		MYOT	C0686353	Limb-girdle muscular dystrophy	Office of Rare Diseases	6907		16-Feb-16
9499		MYOT	C0686353	Limb-girdle muscular dystrophy	Orphanet	263		16-Feb-16
9499		MYOT	C0686353	Limb-girdle muscular dystrophy	SNOMED CT	93153005		16-Feb-16
9499		MYOT	C2678065	Myofibrillar myopathy	Office of Rare Diseases	10529		16-Feb-16
9499		MYOT	C2678065	Myofibrillar myopathy	SNOMED CT	699269005		16-Feb-16
9499		MYOT	CN043626	"Limb-Girdle Muscular Dystrophies, Autosomal Dominant"	GeneTests	53704		16-Feb-16
51778	MYOZ2		C3151204	Familial hypertrophic cardiomyopathy 16	NCBI curation		613838	16-Feb-16
51778		MYOZ2	C0878544	Cardiomyopathy	SNOMED CT	85898001		16-Feb-16
51778		MYOZ2	C0949658	Primary familial hypertrophic cardiomyopathy	SNOMED CT	83978005		16-Feb-16
84665	MYPN		C3714995	Dilated cardiomyopathy 1KK	NCBI curation		615248	16-Feb-16
84665	MYPN		CN240509	"Nemaline myopathy 11, autosomal recessive"	NCBI curation		617336	20-Jun-17
23040	MYT1L		C4225296	"Mental retardation, autosomal dominant 39"	NCBI curation		616521	16-Feb-16
8260	NAA10		C0796016	Lenz microphthalmia syndrome	Genetics Home Reference	lenz-microphthalmia-syndrome	309800	16-Feb-16
8260	NAA10		C0796016	Lenz microphthalmia syndrome	Office of Rare Diseases	87	309800	16-Feb-16
8260	NAA10		C0796016	Lenz microphthalmia syndrome	SNOMED CT	438504004	309800	16-Feb-16
8260	NAA10		C3275447	N-terminal acetyltransferase deficiency	NCBI curation		300855	16-Feb-16
112939	NACC1		CN241829	"Neurodevelopmental disorder with epilepsy, cataracts, feeding difficulties, and delayed brain myelination"	NCBI curation		617393	20-Jun-17
133686	NADK2		C1857252	"2,4-Dienoyl-CoA reductase deficiency"	Office of Rare Diseases	10327	616034	16-Feb-16
4668	NAGA		C1836522	Kanzaki disease	GeneTests	319247	609242	16-Feb-16
4668	NAGA		C1836522	Kanzaki disease	Office of Rare Diseases	9161	609242	16-Feb-16
4668	NAGA		C1836544	"Schindler disease, type 1"	Office of Rare Diseases	116	609241	16-Feb-16
4669	NAGLU		C0086648	"Mucopolysaccharidosis, MPS-III-B"	SNOMED CT	59990008	252920	16-Feb-16
4669	NAGLU		C4225306	"Charcot-Marie-Tooth disease, axonal type 2V"	NCBI curation		616491	16-Feb-16
4669		NAGLU	C0026706	Sanfilippo syndrome	"DNA Diagnostics Laboratory,Academic Medical Centre, University of Amsterdam"			16-Feb-16
4669		NAGLU	C0026706	Sanfilippo syndrome	Genetic Testing Registry (GTR)	GTR000500614		16-Feb-16
4669		NAGLU	C0026706	Sanfilippo syndrome	Office of Rare Diseases	3807		16-Feb-16
4669		NAGLU	C0026706	Sanfilippo syndrome	SNOMED CT	88393000		16-Feb-16
162417	NAGS		C0268543	"Hyperammonemia, type III"	SNOMED CT	57119000	237310	16-Feb-16
162417		NAGS	C0154246	Disorder of the urea cycle metabolism	SNOMED CT	36444000		16-Feb-16
259232	NALCN		C3809454	"Hypotonia, infantile, with psychomotor retardation and characteristic facies 1"	NCBI curation		615419	24-Aug-16
259232	NALCN		C4225398	"Congenital contractures of the limbs and face, hypotonia, and developmental delay"	NCBI curation		616266	16-Feb-16
340719	NANOS1		C3809427	Spermatogenic failure 12	NCBI curation		615413	16-Feb-16
54187	NANS		C1864872	Spondyloepimetaphyseal dysplasia Genevieve type	Office of Rare Diseases	10057	610442	16-Feb-16
79731	NARS2		C4015643	Combined oxidative phosphorylation deficiency 24	NCBI curation		616239	16-Feb-16
10	NAT2		C1827377	Slow acetylator due to N-acetyltransferase enzyme variant	SNOMED CT	425079005	243400	16-Feb-16
339983	NAT8L		C3279716	N-acetylaspartate deficiency	NCBI curation		614063	16-Feb-16
128240	NAXE		C4310675	"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy"	NCBI curation		617186	20-Jun-17
51594	NBAS		C3541319	"Short stature, optic nerve atrophy, and Pelger-Huet anomaly"	NCBI curation		614800	18-Jul-17
51594	NBAS		CN232144	Infantile liver failure syndrome 2	NCBI curation		616483	16-Feb-16
23218	NBEAL2		C0272302	Gray platelet syndrome	Office of Rare Diseases	2562	139090	16-Feb-16
23218	NBEAL2		C0272302	Gray platelet syndrome	SNOMED CT	51720005	139090	16-Feb-16
4683	NBN		C0002874	Aplastic anemia	Office of Rare Diseases	5836	609135	16-Feb-16
4683	NBN		C0002874	Aplastic anemia	SNOMED CT	306058006	609135	16-Feb-16
4683	NBN		C0023449	Acute lymphoid leukemia	SNOMED CT	91857003	613065	22-Sep-16
4683	NBN		C0398791	"Microcephaly, normal intelligence and immunodeficiency"	"Innovations Lab, Hyderabad,Tata Consultancy Services Ltd"		251260	16-Feb-16
4683	NBN		C0398791	"Microcephaly, normal intelligence and immunodeficiency"	SNOMED CT	234638009	251260	16-Feb-16
653361	NCF1		C1856251	"Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 1"	NCBI curation		233700	16-Feb-16
653361		NCF1	C0018203	Chronic granulomatous disease	Office of Rare Diseases	6100		16-Feb-16
4688	NCF2		C1856245	"Chronic granulomatous disease, autosomal recessive cytochrome b-positive, type 2"	NCBI curation		233710	16-Feb-16
4688		NCF2	C0018203	Chronic granulomatous disease	Office of Rare Diseases	6100		16-Feb-16
4689	NCF4		C3151409	"Granulomatous disease, chronic, autosomal recessive, cytochrome b-positive, type III"	NCBI curation		613960	24-Aug-16
4689		NCF4	C0018203	Chronic granulomatous disease	Office of Rare Diseases	6100		16-Feb-16
8031	NCOA4		C0238463	Papillary thyroid carcinoma	Office of Rare Diseases	5205	188550	16-Feb-16
8031	NCOA4		C0238463	Papillary thyroid carcinoma	SNOMED CT	255029007	188550	16-Feb-16
259197	NCR3		C1836721	"Malaria, mild, susceptibility to"	NCBI curation		609148	16-Feb-16
23385	NCSTN		CN028850	Familial acne inversa 1	NCBI curation		142690	16-Feb-16
54820	NDE1		C1857977	Microhydranencephaly	Office of Rare Diseases	10216	605013	16-Feb-16
54820	NDE1		C3151461	Lissencephaly 4	GeneTests	319638	614019	16-Feb-16
4692	NDN		C0032897	Prader-Willi syndrome	Genetics Home Reference	prader-willi-syndrome	176270	16-Feb-16
4692	NDN		C0032897	Prader-Willi syndrome	SNOMED CT	89392001	176270	16-Feb-16
4693	NDP		C0266526	Atrophia bulborum hereditaria	Office of Rare Diseases	7224	310600	16-Feb-16
4693	NDP		C0266526	Atrophia bulborum hereditaria	SNOMED CT	15228007	310600	16-Feb-16
4693	NDP		C1844579	"Familial exudative vitreoretinopathy, X-linked"	GeneReviews	NBK1331	305390	16-Feb-16
10397	NDRG1		C1832334	"Charcot-Marie-Tooth disease, type 4D"	NCBI curation		601455	16-Feb-16
10397		NDRG1	C0007959	Charcot-Marie-Tooth disease	Genetics Home Reference	charcot-marie-tooth-disease		16-Feb-16
10397		NDRG1	C0007959	Charcot-Marie-Tooth disease	Office of Rare Diseases	6034		16-Feb-16
10397		NDRG1	C0007959	Charcot-Marie-Tooth disease	SNOMED CT	50548001		16-Feb-16
10397		NDRG1	CN043578	"Charcot-Marie-Tooth disease, type IV"	NCBI curation			16-Feb-16
3340	NDST1		C4015283	"Mental retardation, autosomal recessive 46"	NCBI curation		616116	16-Feb-16
4694	NDUFA1		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4694		NDUFA1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4694		NDUFA1	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4705	NDUFA10		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4705	NDUFA10		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4705	NDUFA10		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4705		NDUFA10	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4705		NDUFA10	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
126328	NDUFA11		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
126328		NDUFA11	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
126328		NDUFA11	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
55967	NDUFA12		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
55967	NDUFA12		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
55967	NDUFA12		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
55967		NDUFA12	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
55967		NDUFA12	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
51079	NDUFA13		C0749424	Hurthle cell carcinoma of thyroid	SNOMED CT	423158009	607464	16-Feb-16
4695	NDUFA2		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4695	NDUFA2		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4695	NDUFA2		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4695		NDUFA2	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4695		NDUFA2	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4704	NDUFA9		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4704	NDUFA9		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4704	NDUFA9		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4704		NDUFA9	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4704		NDUFA9	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
51103	NDUFAF1		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
51103		NDUFAF1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
51103		NDUFAF1	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
91942	NDUFAF2		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
91942	NDUFAF2		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
91942	NDUFAF2		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
91942	NDUFAF2		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
91942		NDUFAF2	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
91942		NDUFAF2	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
25915	NDUFAF3		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
25915		NDUFAF3	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
25915		NDUFAF3	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
29078	NDUFAF4		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
29078		NDUFAF4	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
29078		NDUFAF4	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
79133	NDUFAF5		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
79133		NDUFAF5	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
79133		NDUFAF5	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
137682	NDUFAF6		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
137682	NDUFAF6		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
137682	NDUFAF6		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
137682		NDUFAF6	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
137682		NDUFAF6	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
54539	NDUFB11		C4225421	Linear skin defects with multiple congenital anomalies 3	NCBI curation		300952	16-Feb-16
4709	NDUFB3		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4709		NDUFB3	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4709		NDUFB3	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4715	NDUFB9		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4715		NDUFB9	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4715		NDUFB9	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4719	NDUFS1		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4719		NDUFS1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4719		NDUFS1	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4720	NDUFS2		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4720		NDUFS2	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4720		NDUFS2	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4722	NDUFS3		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4722	NDUFS3		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4722	NDUFS3		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4722	NDUFS3		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4722		NDUFS3	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4722		NDUFS3	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4724	NDUFS4		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4724	NDUFS4		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4724	NDUFS4		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4724	NDUFS4		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4724		NDUFS4	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4724		NDUFS4	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4726	NDUFS6		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4726		NDUFS6	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4726		NDUFS6	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
374291	NDUFS7		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
374291	NDUFS7		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
374291	NDUFS7		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
374291		NDUFS7	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
374291		NDUFS7	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4728	NDUFS8		C0023264	Leigh syndrome	Genetics Home Reference	leigh-syndrome	256000	16-Feb-16
4728	NDUFS8		C0023264	Leigh syndrome	Office of Rare Diseases	6877	256000	16-Feb-16
4728	NDUFS8		C0023264	Leigh syndrome	Orphanet	506	256000	16-Feb-16
4728		NDUFS8	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4728		NDUFS8	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4723	NDUFV1		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4723		NDUFV1	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4723		NDUFV1	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4729	NDUFV2		C1838979	Mitochondrial complex I deficiency	Office of Rare Diseases	3908	252010	16-Feb-16
4729		NDUFV2	C0236038	Hereditary hearing loss and deafness	GeneTests	53589		16-Feb-16
4729		NDUFV2	C0751651	Mitochondrial diseases	NCBI curation			16-Feb-16
4703	NEB		C1850569	Nemaline myopathy 2	Office of Rare Diseases	8335	256030	16-Feb-16
4703		NEB	C0206157	Nemaline myopathy	SNOMED CT	75072002		16-Feb-16
25977	NECAP1		C4014430	Early infantile epileptic encephalopathy 21	NCBI curation		615833	16-Feb-16
81607	NECTIN4		C3150807	Ectodermal dysplasia-syndactyly syndrome 1	NCBI curation		613573	16-Feb-16
23327	NEDD4L		C4310669	Periventricular nodular heterotopia 7	NCBI curation		617201	20-Jun-17
4744	NEFH		C1862939	Amyotrophic lateral sclerosis type 1	NCBI curation		105400	16-Feb-16
4744	NEFH		C4310790	"Charcot-Marie-Tooth disease, axonal, type 2CC"	ClinVar		616924	27-Jun-16
4744		NEFH	C0002736	Amyotrophic lateral sclerosis	Office of Rare Diseases	5786		16-Feb-16
4744		NEFH	C0002736	Amyotrophic lateral sclerosis	SNOMED CT	86044005		16-Feb-16
4747	NEFL		C1843164	"Charcot-Marie-Tooth disease, demyelinating, type 1f"	NCBI curation		607734	24-Aug-16
4747	NEFL		C1843225	Charcot-Marie-Tooth disease type 2E	Office of Rare Diseases	9193	607684	16-Feb-16
4747		NEFL	C0007959	Charcot-Marie-Tooth disease	Genetics Home Reference	charcot-marie-tooth-disease		16-Feb-16
4747		NEFL	C0007959	Charcot-Marie-Tooth disease	Office of Rare Diseases	6034		16-Feb-16
4747		NEFL	C0007959	Charcot-Marie-Tooth disease	SNOMED CT	50548001		16-Feb-16
4747		NEFL	C0751036	"Charcot-Marie-Tooth disease, type I"	SNOMED CT	398040009		16-Feb-16
4747		NEFL	CN043576	"Charcot-Marie-Tooth disease, type 2"	NCBI curation			16-Feb-16
4750	NEK1		C0024507	"Short rib-polydactyly syndrome, Majewski type"	SNOMED CT	72922008	263520	16-Feb-16
