rank	phenotype	cui	assoc in neigh	assoc in intom	probability	Benjamini-Hochberg	Expected P-Value	genes	
350	Bladder carcinoma	C0699885	50	1087	5.15476550333e-11	6.279153211338356e-05	8.88888888889e-05	IL3,HRAS,PDGFRB,HSP90AA1,FGFR4,EGFR,WNT5A,FGF7,FZD4,HBEGF,PIK3R1,DAB2,AGFG1,CALM3,MET,FGF3,HGF,REPS1,SOS1,FGF2,PDGFRA,ERBB2,FGFR1,CSF2,IL5RA,ANGPT1,RET,RPS27A,ERBB4,KRAS,PIK3CB,TFRC,PIK3CA,SYT1,ABCB1,FGFR3,CTTN,ERBB3,IL5,EGF,IL2,GRB2,UBC,FGF4,NRG1,SRC,NRAS,FGF1,TEK,FGFR2
351	Small cell lung cancer	C0149925	29	638	5.25467447332e-11	6.297093649085038e-05	0.000142557651992	KL,HRAS,SPTA1,HSP90AA1,EGFR,SLIT2,KIT,ROBO1,CALM3,MET,IL2RA,HGF,SOS1,FGF2,PDGFRA,ERBB2,FGFR1,CSF2,RET,PIK3CB,PIK3CA,ABCB1,EGF,IL2,JAK2,SRC,AVP,FGF1,NCAM1
352	Secondary malignant neoplasm of lung	C0153676	33	614	5.27491383906e-11	6.315034086831718e-05	6.77377166054e-05	TRIP10,HRAS,FGFR4,EGFR,GPNMB,MET,FGF3,HGF,SOS1,FGF2,EREG,SYNJ2,ERBB2,CSF2,FGF23,KRAS,PTPN12,PIK3CB,TFRC,PIK3CA,SYT1,CDC42,ABCB1,FNBP1L,CTTN,ERBB3,EGF,IL2,GRB2,FGF4,NRAS,PLCG1,FGF1
353	Colorectal cancer	C1527249	71	2681	5.28856958226e-11	6.332974524578399e-05	0.000104315196998	KL,GDNF,HRAS,PDGFRB,HSP90AA1,FGFR4,EGFR,WNT5A,IGF2R,DIAPH1,SLIT2,FGF7,KIT,SPTAN1,HBEGF,PTK2,IRS2,FGF6,APOB,GPNMB,ROBO1,MET,WASL,HGF,ABL1,IRS1,SOS1,FGF2,EREG,PDGFRA,FGF8,ERBB2,FGFR1,DVL2,LDLRAP1,CSF2,ANGPT1,RET,ERBB4,FGF18,HGS,KRAS,PIK3CB,TFRC,PIK3CA,SYT1,CDC42,KITLG,RASGRP1,ABCB1,FGFR3,CTTN,ERBB3,SPTBN1,ACTR2,EGF,IL2,GRB2,AKAP9,FGF4,JAK2,SRC,NRAS,AVP,PLCG1,ARTN,TEK,FGFR2,NCAM1,IL2RB,ADRB2
354	Wilms Tumor	C0027708	24	352	5.33779687117e-11	6.350914962325082e-05	0.000115707316711	GDNF,HRAS,PDGFRB,HSP90AA1,EGFR,WNT5A,IGF2R,KIT,FGF3,HGF,ABL1,SOS1,ERBB2,CSF2,RET,KRAS,PIK3CB,PIK3CA,ABCB1,IL2,VAMP7,PDGFA,NRAS,NCAM1
355	Liver Cirrhosis, Biliary	C0023890	39	919	5.34449151601e-11	6.368855400071762e-05	0.000104620735636	KL,STAM,JAK1,GRIN2B,PDGFRB,FGFR4,EGFR,IGF2R,SPRY2,FGF7,SPRY1,PTK2,APOB,GPNMB,GRIN2A,MET,HGF,ARRB2,SOS1,TF,FGF2,ERBB2,ANGPT1,RPS27A,KRAS,FGF19,PDGFB,PIK3CB,TFRC,PIK3CA,SYT1,ABCB1,SCARB2,EGF,IL2,JAK2,AVP,FGFR2,ADRB2
356	T-cell acute lymphoblastic leukemias	C1961099	22	371	5.47378808946e-11	6.386795837818443e-05	0.000114605171209	JAK1,HRAS,PDGFRB,FGFR4,JAK3,RASGRP4,KIT,IL2RA,IL2RG,ABL1,PDGFRA,FGFR1,CSF2,PIK3CB,PIK3CA,PTPN11,RASGRP1,ABCB1,IL2,JAK2,SRC,NRAS
358	Secondary hyperparathyroidism	C0020503	19	182	5.94931881537e-11	6.422676713311805e-05	0.000117357259848	KL,IL3,FGF9,PDGFRB,EGFR,HBEGF,MET,IL2RA,HGF,GFRA1,PDGFRA,FGFR1,FGF23,TFRC,EGF,IL2,FGF10,FGF1,IL2RB
359	Gastrointestinal Neoplasms	C0017185	19	268	5.96336313663e-11	6.440617151058486e-05	0.000102132435466	CBL,GDNF,HRAS,FGFR4,EGFR,IGF2R,KIT,MET,PDGFRA,ERBB2,RET,KRAS,PIK3CA,NRTN,FGFR3,EGF,SRC,NRAS,FGFR2
361	Chronic eosinophilic leukemia	C0346421	11	35	6.18265438845e-11	6.476498026551849e-05	0.000102107596348	IL3,PDGFRB,KIT,ABL1,PDGFRA,FGFR1,CSF2,IL5RA,IL5,IL2,JAK2
363	Chordoma	C0008487	12	83	6.4056981941e-11	6.51237890204521e-05	0.000259259259259	PDGFRB,FGFR4,EGFR,KIT,FRS2,MET,FGF2,FGFR1,PIK3CB,PIK3CA,ABCB1,FGFR2
364	Parkinson Disease	C0030567	32	789	6.73890943048e-11	6.530319339791892e-05	0.000210337539755	GAK,GDNF,GRIN2B,IGF2R,GPNMB,DLG4,HGF,ABL1,TF,FGF2,PICALM,DNAJC6,HIP1R,CSF2,GRIN1,RET,SH3GL2,CDC42,NRTN,ABCB1,SCARB2,EGF,IL2,LRRK2,NRG1,AVP,AAK1,SYNJ1,FGF20,FYN,ARTN,IL2RB
365	Carcinogenesis	C0596263	98	3723	6.75354216995e-11	6.548259777538572e-05	7.82018508197e-05	CBL,KL,TRIP10,IL3,GDNF,FGF9,HRAS,FGF17,PDGFRB,HSP90AA1,FGFR4,EGFR,JAK3,WNT5A,IGF2R,SPRY2,MATK,SLIT2,FGF7,SPRY1,FZD4,KIT,PTK2,GFRA2,IRS2,GPNMB,ROBO1,DAB2,CLTC,ITSN1,CALM3,SHC1,MET,IL2RA,FGF3,RAB5A,HGF,ABL1,IRS1,SOS1,FGF2,GPC1,EREG,PDGFRA,FGF8,ERBB2,FGFR1,CSF2,ANGPT1,RET,DNM2,ERBB4,RANBP9,AP2A1,KRAS,SNX9,FGF19,PDGFB,PTPN12,PIK3CB,TFRC,SH3GL2,PIK3CA,SYT1,NEFL,CDC42,KITLG,HIP1,PTPN11,RASGRF2,ABCB1,FGFR3,CTTN,ERBB3,SPTBN1,IL5,GAB1,EGF,IL2,GRB2,FGF4,NRG1,JAK2,SRC,PDGFA,NRAS,AVP,FGF10,FGF20,PLCG1,RASGRF1,FGF1,ARTN,TEK,FGFR2,NCAM1,ADRB2,PTK6
366	Mesothelioma, malignant	C0025500	22	383	6.8998362579e-11	6.566200215285253e-05	0.000161353823087	EGFR,KIT,CALM3,MET,HGF,IRS1,SOS1,FGF2,FGFR1,FGF18,KRAS,PDGFB,PIK3CB,PIK3CA,KITLG,ABCB1,EGF,SRC,PDGFA,FYN,FGF1,FGFR2
367	Hypereosinophilic syndrome	C1540912	11	26	7.41716688069e-11	6.584140653031933e-05	9.16788796613e-05	IL3,PDGFRB,KIT,ABL1,PDGFRA,FGFR1,CSF2,IL5RA,IL5,IL2,JAK2
368	Combined Hepatocellular Carcinoma and Cholangiocarcinoma	C0221287	25	497	7.45591366424e-11	6.602081090778616e-05	0.000157303370787	TRIP10,GDNF,HRAS,PDGFRB,HSP90AA1,EGFR,IGF2R,SPRY2,ROBO1,CALM3,MET,HGF,ARRB2,PDGFRA,CSF2,RPS27A,FGF19,PIK3CB,PIK3CA,KITLG,ABCB1,CTTN,EGF,NRAS,ARRB1
369	Neoplasm of the liver	C0023903	42	1290	7.81037456932e-11	6.620021528525297e-05	0.000194832826748	KL,IL3,JAK1,HRAS,FGFR4,EGFR,IGF2R,KIT,HBEGF,PTK2,IRS2,APOB,GPNMB,SHC1,MET,HGF,ABL1,IRS1,SOS1,TF,FGF2,PDGFRA,CDC37,ERBB2,FGFR1,CSF2,ANGPT1,KRAS,FGF19,PIK3CB,TFRC,PIK3CA,ABCB1,IL5,EGF,IL2,BIN1,KLB,SRC,NRAS,AVP,RASGRF1
370	Ependymoma	C0014474	13	121	8.1839646171e-11	6.637961966271977e-05	0.000182043703468	GDNF,EGFR,KIT,PDGFRA,ERBB2,CSF2,PIK3CB,PIK3CA,NEFL,SHC3,ABCB1,EGF,JAK2
371	Neuroendocrine neoplasm	C0206754	18	252	8.44538883271e-11	6.655902404018659e-05	8.57484766893e-05	GDNF,EGFR,FZD4,KIT,MET,GFRA1,PDGFRA,ERBB2,ANGPT1,RET,KRAS,PIK3CB,PIK3CA,EGF,IL2,SRC,TEK,NCAM1
372	Carcinoma, Papillary	C0007133	17	233	8.73455752171e-11	6.673842841765339e-05	0.000211557753379	HRAS,HSP90AA1,EGFR,KIT,MET,HGF,ERBB2,CSF2,RET,KRAS,PIK3CA,FGFR3,EGF,AKAP9,NRAS,FGFR2,NCAM1
374	Cutaneous malignant melanoma 3	C0151779	18	264	9.35681532255e-11	6.7097237172587e-05	0.000157407407407	GDNF,HRAS,FGFR4,EGFR,JAK3,KIT,GPNMB,IL2RA,FGF2,ERBB2,CSF2,RET,KRAS,PIK3CA,ERBB3,EGF,NRG1,NRAS
375	Thymoma	C0040100	15	176	9.39561761726e-11	6.727664155005382e-05	0.000160444643655	HRAS,EGFR,KIT,IRS2,MET,IL2RA,ABL1,IRS1,CSF2,FGF23,KRAS,PIK3CB,PIK3CA,IL2,NRAS
376	Malignant Fibrous Histiocytoma	C0334463	10	57	9.72558700241e-11	6.745604592752064e-05	8.61652774188e-05	HRAS,EGFR,HBEGF,FRS2,EREG,PDGFB,ABCB1,EGF,BTC,NRAS
377	Nasopharyngeal carcinoma, susceptibility to, 3	C2931822	29	671	1.00015551396e-10	6.763545030498744e-05	0.000142740951606	GDNF,HRAS,EGFR,WNT5A,SLIT2,PTK2,DAB2,MET,IL2RA,FGF3,IL2RG,HGF,SOS1,CDC37,ERBB2,KRAS,PTPN12,PIK3CB,PIK3CA,SYT1,CDC42,KITLG,PTPN11,ABCB1,FGFR3,ERBB3,EGF,IL2,JAK2
378	Neoplasm by histology	C4023186	16	193	1.00497388189e-10	6.781485468245426e-05	0.000175921375921	GDNF,HRAS,PDGFRB,KIT,SOS1,PDGFRA,ERBB2,RET,KRAS,PDGFB,PIK3CA,PTPN11,FGFR3,VAMP7,SRC,NRAS
379	Precursor Cell Lymphoblastic Leukemia-Lymphoma	C1961102	33	854	1.02807429236e-10	6.799425905992106e-05	7.4856866434e-05	CBL,IL3,JAK1,PDGFRB,JAK3,SPRY1,KIT,APOB,AGFG1,MET,IL2RA,ABL1,IL3RA,PDGFRA,ERBB2,FGFR1,CSF2,KRAS,PIK3CB,TFRC,PIK3CA,KITLG,PTPN11,RASGRP1,ABCB1,PTPRA,IL2,JAK2,NRAS,FYN,FGFR2,NCAM1,ADRB2
380	Amyotrophic Lateral Sclerosis	C0002736	32	812	1.03694164366e-10	6.817366343738787e-05	0.000139194139194	GDNF,GRIN2B,EGFR,WNT5A,IGF2R,APOB,AMPH,GRIN2A,SPTB,MET,RAB5A,HGF,GFRA1,SOS1,FGF2,CSF2,RET,DNM2,ERBB4,PDGFB,SYT1,NEFL,CDC42,KITLG,EGF,LRRK2,NRG1,AAK1,RASGRF1,ARTN,IL2RB,ADRB2
381	Ameloblastoma	C0002448	10	65	1.14620646308e-10	6.835306781485468e-05	0.000129727531517	EGFR,FGF7,FGF3,GPC1,FGFR1,EGF,PDGFA,FGF10,FGFR2,NCAM1
382	Abnormality of the head	C4021812	54	1995	1.16701315278e-10	6.853247219232149e-05	0.000247530864198	CBL,GDNF,HRAS,FGF17,PDGFRB,EGFR,JAK3,WNT5A,DIAPH1,FZD4,KIT,SPTAN1,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,IL2RG,SOS1,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,ERBB4,SPTBN2,FGF23,KRAS,PDGFB,TFRC,PIK3CA,NEFL,CDC42,KITLG,UBB,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,BIN1,JAK2,SRC,NRAS,AVP,SYNJ1,FGF10,FGF20,TEK,FGFR2,IL2RB
384	Nevus	C0497388	15	174	1.19418697153e-10	6.889128094725511e-05	0.000154791154791	HRAS,EGFR,WNT5A,KIT,LRP2,SOS1,FGF2,ERBB2,KRAS,PIK3CA,PTPN11,FGFR3,EGF,NRAS,FGFR2
385	Cognitive Dysfunction	C0338656	31	769	1.29402710769e-10	6.907068532472193e-05	0.000156845532204	KL,GDNF,GRIN2B,PDGFRB,PTK2,LRP2,HGF,IRS1,PICALM,SLC18A3,OCRL,CSF2,ERBB4,SPTBN2,KRAS,PDGFB,PIK3CB,PIK3CA,PTPN11,ABCB1,FGFR3,PSPN,SCARB2,PTPRA,EGF,BIN1,CAMK2A,LRRK2,NRG1,NRAS,SYNJ1
386	Metastatic melanoma	C0278883	20	333	1.30037758339e-10	6.925008970218874e-05	0.000169704541992	GDNF,EGFR,WNT5A,KIT,GPNMB,CALM3,CAMK2B,HGF,SOS1,FGF2,PDGFRA,ERBB2,CSF2,KRAS,PIK3CB,PIK3CA,KITLG,IL2,JAK2,NRAS
387	Alveolar rhabdomyosarcoma	C0206655	11	84	1.36598843348e-10	6.942949407965554e-05	0.000175757575758	FGFR4,EGFR,SPRY1,AP2B1,MET,PDGFRA,ERBB2,FGFR1,ERBB3,RASGRF1,NCAM1
388	Downslanted palpebral fissures	C0423110	17	235	1.4029688522e-10	6.960889845712235e-05	0.000139390978668	CBL,GDNF,HRAS,PDGFRB,WNT5A,LRP2,FGF3,SOS1,FGFR1,RET,KRAS,PIK3CA,PTPN11,FGFR3,NRAS,FGF10,FGFR2
389	Myelodysplastic syndrome	C3463824	22	399	1.44000811275e-10	6.978830283458916e-05	0.000163426488457	CBL,IL3,JAK1,HRAS,JAK3,KIT,IRS2,ABL1,CSF2,KRAS,PIK3CB,TFRC,PIK3CA,KITLG,PTPN11,ABCB1,IL5,JAK2,NRAS,FGF1,NCAM1,ADRB2
390	Premature Obstetric Labor	C0022876	16	203	1.50318091308e-10	6.996770721205597e-05	0.000145874587459	IL3,IGF2R,DIAPH1,APOB,IL2RA,IRS1,IL3RA,FGF2,CSF2,IL5RA,PDGFB,IL5,IL2,FGF4,FGF1,ADRB2
391	Exanthema	C0015230	21	366	1.50892298656e-10	7.01471115895228e-05	9.69001945571e-05	HRAS,EGFR,KIT,SPTAN1,PIK3R1,LRP2,IL2RG,GFRA1,SYT2,EREG,PDGFRA,ERBB2,OCRL,CSF2,KRAS,PIK3CA,PTPN11,IL5,EGF,NRAS,TEK
392	Acute megakaryocytic leukemia	C0023462	12	106	1.63903335348e-10	7.03265159669896e-05	0.000182394305456	IL3,JAK3,PICALM,CSF2,ANGPT1,PDGFB,TFRC,ABCB1,IL2,JAK2,NRAS,TEK
393	Stomach Neoplasms	C0038356	34	916	1.69168790087e-10	7.050592034445641e-05	0.000109102751995	HRAS,GRIN2B,EGFR,WNT5A,IGF2R,FGF7,KIT,HBEGF,IRS2,FGF6,APOB,MET,EREG,PDGFRA,ERBB2,ANGPT1,M6PR,KRAS,PIK3CB,PIK3CA,PTPN11,ABCB1,FGFR3,ERBB3,IL5,PTPRA,EGF,IL2,SRC,NRAS,FYN,TEK,FGFR2,ADRB2
394	Ewing's sarcoma	C0553580	18	268	1.69922964588e-10	7.068532472192321e-05	0.000195127958361	CBL,GDNF,EGFR,WNT5A,KIT,PTK2,MET,FGF2,ERBB4,KRAS,PIK3CB,PIK3CA,SYT1,NEFL,ABCB1,IL2,NRG1,NCAM1
395	Primary Myelofibrosis	C0001815	15	179	1.74079750614e-10	7.086472909939002e-05	0.000191850296659	CBL,JAK1,JAK3,KIT,PTK2,ABL1,FGF2,CSF2,RET,PDGFB,PIK3CB,PIK3CA,JAK2,SRC,NRAS
396	Abnormality of the digestive system	C0266015	48	1679	1.81769377328e-10	7.104413347685684e-05	0.000175974209202	GDNF,CD3G,HRAS,PDGFRB,EGFR,JAK3,WNT5A,IGF2R,KIT,AP2S1,APOB,PIK3R1,LRP2,SPTB,MET,IL2RA,IL2RG,ABL1,SOS1,TF,PDGFRA,ERBB2,FGFR1,OCRL,LDLRAP1,RET,ERBB4,CD3D,KRAS,PDGFB,TFRC,PIK3CA,CDC42,KITLG,NRTN,PTPN11,FGFR3,SCARB2,BIN1,AVPR2,JAK2,SRC,NECAP1,NRAS,AVP,FGF20,TEK,FGFR2
397	Primitive neuroectodermal tumor	C0206663	14	157	1.82445392127e-10	7.122353785432364e-05	0.000210630969882	GDNF,HRAS,FGFR4,EGFR,KIT,PDGFRA,RET,KRAS,PIK3CA,SYT1,PTPN11,ABCB1,NCAM1,IL2RB
399	Abnormality of head or neck	C0854297	54	2021	1.96637262029e-10	7.158234660925727e-05	0.000249865951743	CBL,GDNF,HRAS,FGF17,PDGFRB,EGFR,JAK3,WNT5A,DIAPH1,FZD4,KIT,SPTAN1,APOB,PIK3R1,LRP2,IL2RA,FGF3,FGF5,IL2RG,SOS1,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,ERBB4,SPTBN2,FGF23,KRAS,PDGFB,TFRC,PIK3CA,NEFL,CDC42,KITLG,UBB,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,BIN1,JAK2,SRC,NRAS,AVP,SYNJ1,FGF10,FGF20,TEK,FGFR2,IL2RB
400	Abnormality of the skeletal system	C4021790	53	1961	2.00227945335e-10	7.176175098672408e-05	0.000213980028531	CBL,GDNF,FGF9,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,FZD4,KIT,SPTAN1,AP2S1,APOB,PIK3R1,LRP2,IL2RA,FGF3,IL2RG,SYT2,SOS1,TF,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,FGF23,KRAS,PDGFB,PIK3CA,NEFL,CDC42,UBB,NRTN,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,BIN1,VAMP7,JAK2,NRAS,AVP,SYNJ1,FGF10,FGF20,TEK,FGFR2,FGF16,IL2RB
401	Precancerous Conditions	C0032927	23	455	2.01733962868e-10	7.19411553641909e-05	0.000213182447434	HRAS,FGFR4,EGFR,IGF2R,SLIT2,DAB2,MET,IL2RA,HGF,ABL1,IRS1,SOS1,FGF2,ERBB2,RET,KRAS,PIK3CB,PIK3CA,FGFR3,CTTN,EGF,IL2,NRAS
402	Congenital chromosomal disease	C0008626	25	537	2.49622433834e-10	7.21205597416577e-05	0.000185994291805	IL3,PDGFRB,EGFR,KIT,APOB,ABL1,PDGFRA,ERBB2,KIAA0319,FGFR1,CSF2,RET,KRAS,PIK3CB,TFRC,PIK3CA,ABCB1,SPTBN1,IL2,AVPR2,JAK2,SRC,NRAS,AVP,NCAM1
403	Neurofibromas	C0027830	9	53	2.72816214064e-10	7.229996411912451e-05	0.000145510736562	PDGFRB,EGFR,SPRY1,KIT,HGF,PDGFRA,EGF,NRG1,PDGFA
404	Wiskott-Aldrich syndrome, 301000 (3)	C0043194	10	70	2.87926904541e-10	7.247936849659131e-05	7.98679867987e-05	PTK2,ACTR3,IL2RG,WASL,CSF2,DNM2,CDC42,CTTN,ACTR2,IL2
405	Esophageal carcinoma	C0152018	26	585	2.94114399502e-10	7.265877287405812e-05	0.000193514183256	JAK1,HRAS,HSP90AA1,EGFR,MET,FGF3,HGF,ABL1,FGF2,ERBB2,ANGPT1,ERBB4,KRAS,PIK3CB,PIK3CA,ABCB1,CTTN,ERBB3,IL5,EGF,IL2,FGF4,JAK2,AVP,ARTN,FGFR2
407	Abnormality of the intestine	C0021831	26	584	3.02407654473e-10	7.301758162899175e-05	0.000101794658106	GDNF,CD3G,PDGFRB,JAK3,KIT,PIK3R1,LRP2,IL2RA,PDGFRA,FGFR1,OCRL,RET,KRAS,PIK3CA,KITLG,NRTN,ABCB1,FGFR3,IL5,JAK2,SRC,NRAS,FGF20,TEK,FGFR2,NCAM1
408	Epithelioma	C0553707	18	280	3.10737102716e-10	7.319698600645856e-05	0.00018676141766	EGFR,FGF7,KIT,GPNMB,DAB2,MET,HGF,SOS1,ERBB2,KRAS,PTPN12,HIP1,ABCB1,ERBB3,EGF,IL2,FGFR2,PTK6
409	Urinary Bladder Neoplasms	C0005695	23	463	3.4244851399e-10	7.337639038392536e-05	0.000131837756929	HRAS,HSP90AA1,EGFR,NRG4,DAB2,MET,FGF3,HGF,FGF2,ERBB2,FGFR1,ERBB4,KRAS,TFRC,PIK3CA,FGFR3,ERBB3,IL2,FGF4,SRC,NRAS,FGF1,FGFR2
410	Abnormality of skeletal morphology	C4023165	51	1878	3.46477846414e-10	7.355579476139218e-05	0.000185696554463	CBL,GDNF,FGF9,HRAS,FGF17,PDGFRB,WNT5A,DIAPH1,KIT,SPTAN1,AP2S1,APOB,PIK3R1,LRP2,IL2RA,FGF3,IL2RG,SYT2,SOS1,TF,FGF8,FGFR1,DNAJC6,OCRL,LDLRAP1,RET,DNM2,FGF23,KRAS,PDGFB,PIK3CA,NEFL,CDC42,UBB,NRTN,PTPN11,FGFR3,ERBB3,SCARB2,PIK3R2,BIN1,VAMP7,JAK2,NRAS,AVP,SYNJ1,FGF10,FGF20,FGFR2,FGF16,IL2RB
412	Hepatitis C	C0019196	29	721	3.60789176312e-10	7.391460351632579e-05	8.97124341839e-05	GAK,JAK1,HRAS,EGFR,WNT5A,KIT,APOB,MET,RAB5A,HGF,GFRA1,IRS1,SOS1,AP2M1,CSF2,ANGPT1,CD4,KRAS,PIK3CB,TFRC,PIK3CA,CDC42,PTPN11,EGF,IL2,GRB2,AAK1,NCAM1,IL2RB
413	Clear cell sarcoma, of tendons and aponeuroses	C0206651	8	40	3.77331832446e-10	7.409400789379262e-05	0.000160806352249	GDNF,PDGFRB,EGFR,KIT,MET,ERBB3,NRG1,NRAS
414	Epilepsy, Temporal Lobe	C0014556	15	192	3.87465615148e-10	7.427341227125942e-05	9.75411170819e-05	GRIN2B,PDGFRB,EGFR,SLIT2,IRS2,GRIN2A,CALM3,DLG4,IRS1,GRIN1,CDC42,ABCB1,AVP,FYN,TEK
415	Colitis, Ulcerative	C0009319	28	679	3.98759691933e-10	7.445281664872623e-05	7.98924427122e-05	KL,HSP90AA1,EGFR,JAK3,FGF7,NRG4,PIK3R1,IL2RA,HGF,EREG,PICALM,CSF2,ERBB4,FGF19,PDGFB,PIK3CB,TFRC,PIK3CA,SYT1,PTPN11,ABCB1,EGF,IL2,LRRK2,JAK2,SRC,ARRB1,TEK
416	Skin nodule	C0037287	11	92	4.01051636345e-10	7.463222102619303e-05	0.00026382439848	PDGFRB,KIT,APOB,OCRL,RET,PDGFB,PIK3CA,PTPN11,NRAS,TEK,FGFR2
417	Adult T-Cell Lymphoma/Leukemia	C0023493	23	469	4.13454603887e-10	7.481162540365985e-05	0.000108877721943	IL3,JAK1,GDNF,HSP90AA1,JAK3,WNT5A,MET,IL2RA,IL2RG,HGF,ABL1,CSF2,PIK3CB,PIK3CA,SYT1,ABCB1,IL5,PTPRA,IL2,PLCG1,FYN,NCAM1,IL2RB
418	Pancreatic adenocarcinoma	C0281361	19	320	4.25234958357e-10	7.499102978112666e-05	0.000158875979465	KL,EGFR,WNT5A,PTK2,IRS2,IL2RA,ERBB2,CSF2,ANGPT1,RET,KRAS,PIK3CB,PIK3CA,SYT1,CDC42,ERBB3,SRC,FGF1,TEK
419	Recurrent tumor	C0521158	19	320	4.25234958357e-10	7.517043415859346e-05	0.000135018290655	HRAS,EGFR,KIT,FGF3,HGF,FGF2,PDGFRA,ERBB2,KRAS,PTPN12,PIK3CB,PIK3CA,CDC42,FGFR3,EGF,IL2,JAK2,TEK,FGFR2
420	Cutaneous T-cell lymphoma	C0079773	17	255	4.27609614384e-10	7.534983853606029e-05	9.28957178897e-05	CBL,JAK1,HSP90AA1,JAK3,KIT,IL2RA,CSF2,PIK3CB,PIK3CA,PTPN11,ABCB1,IL5,IL2,BIN1,JAK2,PLCG1,PTK6
421	Metastatic Prostate Carcinoma	C0936223	16	224	4.42038072812e-10	7.552924291352709e-05	0.000111369187233	JAK1,HSP90AA1,EGFR,HGF,SOS1,ERBB2,KRAS,FGF19,PIK3CB,PIK3CA,SYT1,ERBB3,EGF,BIN1,ARTN,ADRB2
422	Chorioamnionitis	C0008495	15	195	4.73860839456e-10	7.57086472909939e-05	0.00013855556928	IL3,IGF2R,APOB,IL2RA,IRS1,IL3RA,FGF2,CSF2,IL5RA,PDGFB,IL5,IL2,FGF4,FGF1,ADRB2
423	Disorder characterized by eosinophilia	C1636667	13	141	4.75185779614e-10	7.588805166846072e-05	0.000209096107308	IL3,PDGFRB,KIT,IL2RA,ABL1,PDGFRA,FGFR1,CSF2,IL5RA,CD4,IL5,IL2,JAK2
424	Mammary Tumorigenesis	C1512981	13	141	4.75185779614e-10	7.606745604592752e-05	0.000149565850384	HRAS,EGFR,FGF3,EREG,ERBB2,FGFR1,KRAS,PIK3CA,CDC42,ERBB3,GRB2,JAK2,NRAS
425	Genitourinary neoplasm	C0042065	13	141	4.75185779614e-10	7.624686042339433e-05	0.000191675058745	HRAS,HSP90AA1,KIT,MET,KRAS,PIK3CA,HIP1,ABCB1,FGFR3,VAMP7,SRC,NRAS,FGFR2
426	Abnormality of the respiratory system	C4018871	37	1121	4.79865147618e-10	7.642626480086113e-05	0.00010368445914	CBL,GDNF,CD3G,HRAS,PDGFRB,EGFR,JAK3,KIT,APOB,PIK3R1,IL2RA,IL2RG,SOS1,PDGFRA,ERBB2,FGFR1,OCRL,LDLRAP1,RET,DNM2,ERBB4,CD3D,FGF23,KRAS,TFRC,PIK3CA,KITLG,PTPN11,FGFR3,ERBB3,CSF2RB,SCARB2,BIN1,JAK2,NRAS,FGF20,FGFR2
427	Fetal Membranes, Premature Rupture	C0015943	15	194	4.90204654646e-10	7.660566917832795e-05	0.000163987059469	IL3,IGF2R,APOB,IL2RA,IRS1,IL3RA,FGF2,CSF2,IL5RA,PDGFB,IL5,IL2,FGF4,FGF1,ADRB2
428	Glioblastoma multiforme	C1621958	22	434	5.03509789418e-10	7.678507355579477e-05	0.000207532051282	PDGFRB,HSP90AA1,FGFR4,EGFR,CALM3,MET,FGF5,HGF,TF,PDGFRA,ERBB2,FGFR1,CSF2,ANGPT1,PIK3CB,PIK3CA,PTPN11,ABCB1,EGF,IL2,JAK2,PDGFA
429	Esophageal Neoplasms	C0014859	28	686	5.0538273566e-10	7.696447793326157e-05	0.000179350244771	JAK1,HSP90AA1,EGFR,IGF2R,FGF7,KIT,PTK2,DAB2,MET,HGF,ABL1,FGF2,PDGFRA,ERBB2,ANGPT1,ERBB4,KRAS,PIK3CB,PIK3CA,SYT1,ABCB1,CTTN,IL5,EGF,IL2,FGF4,JAK2,AVP
430	Acute lymphoid leukemia	C0023449	31	824	5.05782193905e-10	7.714388231072839e-05	9.92273281822e-05	CBL,IL3,JAK1,PDGFRB,FGFR4,JAK3,WNT5A,SPRY1,KIT,ABL1,IL3RA,FGF2,PDGFRA,ERBB2,FGFR1,CSF2,KRAS,PIK3CB,PIK3CA,KITLG,PTPN11,ABCB1,PTPRA,EGF,IL2,JAK2,NRAS,FYN,ARTN,NCAM1,ADRB2
431	Noninfiltrating Intraductal Carcinoma	C0007124	18	291	5.69402081041e-10	7.732328668819519e-05	0.000154315960912	EGFR,WNT5A,MEMO1,KIT,IRS2,MET,IL2RA,HGF,IRS1,SOS1,ERBB2,ERBB4,PIK3CB,PIK3CA,ERBB3,NRG1,NRAS,AVP
432	Eosinophilic disorder	C1306759	13	143	5.75132164116e-10	7.7502691065662e-05	0.000211589820571	IL3,PDGFRB,KIT,IL2RA,ABL1,PDGFRA,FGFR1,CSF2,IL5RA,CD4,IL5,IL2,JAK2
433	Carcinosarcoma	C0007140	8	42	6.02008887185e-10	7.768209544312882e-05	7.97202797203e-05	EGFR,KIT,PDGFRA,ERBB2,KRAS,PIK3CA,EGF,FGFR2
